Transaction_ID,Customer_ID,Purchase_Date,Age,Gender,City,Employment,Monthly_Income,Purchase_Amount,Installments,Monthly_Installment,Remaining_Installments,Total_Remaining_Balance,Category,Store Name,Channel,Active_Contracts,DTI_Ratio,Delay_Days,Status,SIMAH_Status
TX01887,C0749,2024-11-13,43,Female,Riyadh,Employed,19990,3900,4,975,0,0,Fashion,Namshi,App,3,0.094,0,Paid on time,Not Reported
TX01888,C0741,2025-11-22,25,Female,Jeddah,Employed,10151,1036,4,259,1,496.75,Fashion,Zara,App,7,0.291,0,Paid on time,Not Reported
TX01889,C0640,2024-01-12,22,Female,Mecca,Student,19849,3904,4,976,0,0,Electronics,General Store,In-Store,1,0.049,0,Paid on time,Not Reported
TX01890,C0637,2024-08-04,32,Male,Jazan,Employed,15326,4845,3,1211.25,0,0,Electronics,General Store,App,1,0.079,0,Paid on time,Not Reported
TX01891,C0253,2024-04-12,21,Male,Riyadh,Student,13978,2876,4,719,0,0,Fashion,Centerpoint,Web,2,0.084,0,Paid on time,Not Reported
TX01892,C0634,2025-12-11,18,Female,Al-Jubail,Student,16940,4159,3,1039.75,2,238.5,Groceries,Othaim Markets,Web,2,0.088,0,Paid on time,Not Reported
TX01893,C0625,2025-04-25,35,Female,Medina,Employed,11966,4125,4,1031.25,0,0,Electronics,General Store,App,7,0.312,50,Late,Delayed (Reported)
TX01894,C0183,2025-08-01,21,Female,Dammam,Employed,3309,631,4,157.75,0,0,Beauty,Nice One,App,6,0.728,0,Paid on time,Not Reported
TX01895,C0556,2024-03-25,64,Female,Tabuk,Employed,23062,3186,4,796.5,0,0,Travel,flynas,Web,5,0.113,138,Late,Delayed (Reported)
TX01896,C0778,2025-11-13,25,Male,Riyadh,Self-employed,13894,4793,4,1198.25,1,224.75,Fashion,Zara,In-Store,7,0.281,61,Late,Delayed (Reported)
TX01897,C0709,2025-09-20,20,Male,Jazan,Employed,13059,562,4,140.5,0,0,Electronics,General Store,App,4,0.114,0,Paid on time,Not Reported
TX01898,C0222,2024-02-24,65,Male,Dammam,Employed,14668,4486,3,1121.5,0,0,Furniture,Abyat,App,3,0.138,0,Paid on time,Not Reported
TX01899,C0572,2025-07-22,52,Female,Riyadh,Employed,16982,4226,4,1056.5,0,0,Electronics,General Store,App,5,0.168,0,Paid on time,Not Reported
TX01900,C0139,2025-07-23,27,Male,Dammam,Employed,13489,4143,4,1035.75,0,0,Fashion,Herm�s,App,5,0.21,207,Late,Defaulted (Blacklisted)
TX01901,C0679,2025-08-18,52,Male,Al-Ahsa,Employed,19043,2844,4,711,0,0,Electronics,General Store,App,3,0.085,0,Paid on time,Not Reported
TX01902,C0588,2025-12-25,35,Male,Tabuk,Unemployed,1966,638,3,159.5,2,223.5,Fashion,Fendi,Web,6,1.226,46,Late,Delayed (Reported)
TX01903,C0644,2024-08-18,40,Male,Dhahran,Employed,16821,2463,4,615.75,0,0,Electronics,General Store,In-Store,1,0.037,0,Paid on time,Not Reported
TX01904,C0686,2024-05-04,46,Female,Medina,Employed,15580,301,4,75.25,0,0,Beauty,Boots,App,1,0.005,0,Paid on time,Not Reported
TX01905,C0272,2025-04-18,22,Female,Jazan,Employed,14235,4388,4,1097,0,0,fashion,H&M,Web,6,0.235,52,Late,Delayed (Reported)
TX01906,C0476,2024-04-23,25,Female,Abha,Employed,5191,542,4,135.5,0,0,Furniture,Home Centre,App,4,0.286,0,Paid on time,Not Reported
TX01907,C0217,2025-08-12,35,Male,Jeddah,Self-employed,12323,3537,4,884.25,0,0,beauty,Nice One,In-Store,5,0.218,154,Late,Delayed (Reported)
TX01908,C0498,2025-09-21,63,Male,Riyadh,Unemployed,1884,250,3,62.5,0,0,fashion,Chanel,App,6,1.227,70,Late,Delayed (Reported)
TX01909,C0467,2024-12-01,36,Female,Medina,Employed,11766,2012,4,503,0,0,Electronics,General Store,Web,4,0.157,0,Paid on time,Not Reported
TX01910,C0589,2024-08-04,41,Male,Al-Ahsa,Employed,17796,4218,4,1054.5,0,0,travel,Almosafer,App,5,0.16,130,Missed,Delayed (Reported)
TX01911,C0445,2025-04-09,38,Male,Riyadh,Employed,13565,2421,4,605.25,0,0,Electronics,General Store,App,4,0.144,0,Paid on time,Not Reported
TX01912,C0444,2025-01-02,44,Male,Al Khobar,Employed,9037,2173,4,543.25,0,0,Electronics,General Store,App,7,0.359,76,Missed,Delayed (Reported)
TX01913,C0501,2024-07-18,42,Female,RIYADH,Employed,12326,1216,4,304,0,0,electronics,General Store,App,4,0.134,0,Paid on time,Not Reported
TX01914,C0471,2024-11-04,31,Male,Mecca,Self-employed,4771,1389,4,347.25,0,0,Fashion,Herm�s,In-Store,2,0.167,0,Paid on time,Not Reported
TX01915,C0004,2025-01-07,41,Male,Jeddah,Employed,10573,319,4,79.75,0,0,Electronics,General Store,App,2,0.05,0,Paid on time,Not Reported
TX01916,C0211,2025-09-11,28,Female,Dammam,Unemployed,2826,985,4,246.25,0,0,Beauty,Faces,App,3,0.406,0,Paid on time,Not Reported
TX01917,C0099,2024-07-11,37,Female,Riyadh  ,Employed,10039,1110,4,277.5,0,0,Electronics,General Store,App,5,0.207,0,Paid on time,Not Reported
TX01918,C0181,2025-11-14,55,Female,Najran,Employed,15527,1670,4,417.5,1,97.5,travel,flynas,App,4,0.114,0,Paid on time,Not Reported
TX01919,C0443,2024-06-07,45,Male,Dammam,Employed,18911,1086,4,271.5,0,0,Electronics,General Store,App,5,0.11,0,Paid on time,Not Reported
TX01920,C0461,2024-01-18,32,Male,Al Khobar,Employed,15099,1241,3,310.25,0,0,Beauty,Nice One,App,4,0.11,0,Paid on time,Not Reported
TX01921,C0414,2025-04-08,48,Female,Mecca,Unemployed,2040,302,3,75.5,0,0,electronics,General Store,App,4,0.699,56,Late,Delayed (Reported)
TX01922,C0202,2024-09-09,55,Male,Jeddah,Employed,23840,342,4,85.5,0,0,Furniture,IKEA,App,4,0.06,0,Paid on time,Not Reported
TX01923,C0559,2025-08-10,40,Female,Jazan,Employed,16126,282,3,70.5,0,0,Dining,Kudu,App,5,0.116,0,Paid on time,Not Reported
TX01924,C0771,2024-02-16,36,Female,Sakaka,Employed,17724,432,3,108,0,0,fashion,H&M,App,1,0.006,0,Paid on time,Not Reported
TX01925,C0606,2024-07-22,50,Female,Mecca,Employed,16675,1079,4,269.75,0,0,Travel,Saudia Airlines,App,3,0.07,0,Paid on time,Not Reported
TX01926,C0536,2024-06-03,43,Female,Buraidah,Employed,16513,3460,4,865,0,0,Furniture,IKEA,App,1,0.052,0,Paid on time,Not Reported
TX01927,C0473,2024-10-28,50,Female,Tabuk,Employed,14415,1544,4,386,0,0,Electronics,General Store,Web,3,0.089,0,Paid on time,Not Reported
TX01928,C0474,2025-10-18,25,Male,Jeddah,Employed,3371,1018,4,254.5,0,0,Electronics,General Store,App,7,0.876,89,Missed,Delayed (Reported)
TX01929,C0740,2024-12-24,62,Male,Mecca,Employed,24836,4547,4,1136.75,0,0,beauty,Sephora,Web,1,0.046,0,Paid on time,Not Reported
TX01930,C0367,2024-03-20,29,Male,Dammam,Self-employed,14619,4747,4,1186.75,0,0,electronics,General Store,Web,4,0.174,0,Paid on time,Not Reported
TX01931,C0345,2024-04-02,38,Male,Riyadh,Employed,12228,1216,4,304,0,0,Electronics,General Store,Web,3,0.098,0,Paid on time,Not Reported
TX01932,C0719,2025-11,64,Male,Yanbu,Employed,17263,2891,4,722.75,1,570,travel,Almosafer,App,7,0.198,151,Missed,Delayed (Reported)
TX01933,C0672,2025-09-08,59,Female,Medina,Employed,23863,1134,4,283.5,0,0,furniture,Abyat,App,6,0.106,104,Late,Delayed (Reported)
TX01934,C0393,2025-04-21,31,Male,Jeddah,Employed,14376,1124,4,281,0,0,Travel,flyadeal,App,7,0.207,127,Late,Delayed (Reported)
TX01935,C0146,2024-03-02,45,Female,Jeddah,Self-employed,17687,333,3,83.25,0,0,Dining,Maestro Pizza,App,2,0.03,0,Paid on time,Not Reported
TX01936,C0302,2025-11-17,57,Male,Al-Baha,Unemployed,1341,248,3,62,1,98.25,Beauty,Sephora,In-Store,6,1.724,0,Paid on time,Not Reported
TX01937,C0124,2025-01,22,Female,Al-Ahsa,Student,10324,2120,4,530,0,0,Fashion,Zara,App,2,0.095,0,Paid on time,Not Reported
TX01938,C0326,2024-01-03,39,Female,Dammam,Employed,14594,4092,4,1023,0,0,Furniture,Abyat,App,5,0.193,208,Late,Defaulted (Blacklisted)
TX01939,C0661,2024-08-24,36,Female,Jeddah,Employed,15750,3899,4,974.75,0,0,Electronics,General Store,App,1,0.062,0,Paid on time,Not Reported
TX01940,C0257,2024-08-02,27,Female,Dammam,Self-employed,5890,1433,4,358.25,0,0,Fashion,Dior,App,4,0.29,0,Paid on time,Not Reported
TX01941,C0229,2024-03-06,37,Male,Medina,Self-employed,18577,3333,4,833.25,0,0,Beauty,Boots,Web,4,0.118,0,Paid on time,Not Reported
TX01942,C0326,2025-06-02,39,Female,Dammam,Employed,15340,2443,4,610.75,0,0,Travel,Saudia Airlines,App,6,0.186,139,Late,Delayed (Reported)
TX01943,C0065,2025-11-13,39,Male,Buraidah,Employed,15339,2785,4,696.25,1,816.75,Electronics,General Store,App,2,0.075,0,Paid on time,Not Reported
TX01944,C0278,2025-11-17,34,Female,Dhahran,Employed,15227,1083,4,270.75,1,156.25,electronics,General Store,App,2,0.047,0,Paid on time,Not Reported
TX01945,C0471,2025-06-05,31,Male,Mecca,Self-employed,15137,2874,4,718.5,0,0,electronics,General Store,Web,5,0.166,185,Missed,Defaulted (Blacklisted)
TX01946,C0478,2025-11-04,48,Male,Al-Jubail,Employed,24887,4356,4,1089,1,514.75,Furniture,IKEA,App,2,0.062,0,Paid on time,Not Reported
TX01947,C0662,2024-09-03,46,Male,Jeddah,Employed,15207,1742,4,435.5,0,0,Fashion,H&M,Web,4,0.117,0,Paid on time,Not Reported
TX01948,C0217,2025-11-12,35,Male,Jeddah,Self-employed,13676,1418,4,354.5,1,435.25,Beauty,Nice One,App,3,0.092,0,Paid on time,Not Reported
TX01949,C0487,2025-06-25,34,Female,Dhahran,Self-employed,9396,1953,3,488.25,0,0,Fashion,Centerpoint,Web,3,0.148,0,Paid on time,Not Reported
TX01950,C0152,2025-12-11,44,Female,Dammam,Employed,17753,2283,4,570.75,2,288.5,Groceries,Carrefour,App,5,0.134,117,Missed,Delayed (Reported)
TX01951,C0589,2025-09-04,41,Male,Al-Ahsa,Employed,12711,3418,4,854.5,0,0,electronics,General Store,App,3,0.138,0,Paid on time,Not Reported
TX01952,C0050,2024-11-02,56,Female,Riyadh,Employed,21942,3562,4,890.5,0,0,Electronics,General Store,App,5,0.123,86,Missed,Delayed (Reported)
TX01953,C0347,2025-09-15,34,Female,Jazan,Employed,13262,3921,4,980.25,0,0,Electronics,General Store,App,7,0.278,41,Late,Delayed (Reported)
TX01954,C0361,2024-04-10,59,Female,riyadh,Employed,15825,593,4,148.25,0,0,Travel,flynas,App,2,0.038,0,Paid on time,Not Reported
TX01955,C0796,2024-04-23,45,Male,Jeddah,Employed,18680,3121,4,780.25,0,0,electronics,General Store,In-Store,5,0.138,0,Paid on time,Not Reported
TX01956,C0666,2025-06-22,25,Female,RIYADH,Employed,4248,466,4,116.5,0,0,Furniture,Midas,In-Store,7,0.663,59,Late,Delayed (Reported)
TX01957,C0754,2025-02-11,57,Male,Abha,Self-employed,12675,3997,4,999.25,0,0,electronics,General Store,Web,3,0.15,0,Paid on time,Not Reported
TX01958,C0065,2025-04-25,39,Male,Buraidah,Employed,14913,1383,4,345.75,0,0,Electronics,General Store,App,4,0.114,0,Paid on time,Not Reported
TX01959,C0211,2025-12-09,28,Female,Dammam,Unemployed,1643,494,3,123.5,2,220,fashion,H&M,Web,6,1.445,86,Late,Delayed (Reported)
TX01960,C0541,2025-11-22,48,Female,Mecca,Employed,16018,775,4,193.75,1,228.5,Fashion,Chanel,Web,5,0.124,34,Missed,Delayed (Reported)
TX01961,C0027,2024-01-19,49,Male,Abha,Employed,23925,4111,4,1027.75,0,0,Electronics,General Store,App,1,0.043,0,Paid on time,Not Reported
TX01962,C0670,2025-11-14,49,Female,Al-Jubail,Employed,20702,1879,4,469.75,1,828.75,Electronics,General Store,App,3,0.066,0,Paid on time,Not Reported
TX01963,C0731,2025-11-16,26,Female,Tabuk,Employed,5952,315,3,78.75,1,65.25,Electronics,General Store,Web,4,0.24,0,Paid on time,Not Reported
TX01964,C0568,2024-05-02,30,Male,Dammam,Employed,16040,1998,4,499.5,0,0,Electronics,General Store,Web,1,0.031,0,Paid on time,Not Reported
TX01965,C0734,2025-04-10,31,Male,Riyadh,Self-employed,14488,203,4,50.75,0,0,Fashion,Centerpoint,App,5,0.128,65,Late,Delayed (Reported)
TX01966,C0632,2025-08-09,61,Female,Riyadh  ,Employed,15324,1363,3,340.75,0,0,Furniture,Abyat,Web,6,0.169,164,Missed,Delayed (Reported)
TX01967,C0437,2025-11-07,32,Male,Abha,Self-employed,11869,1129,4,282.25,1,155.5,Fashion,Fendi,Web,5,0.175,185,Late,Defaulted (Blacklisted)
TX01968,C0681,2025-05-22,53,Male,Jeddah,Employed,14025,231,3,57.75,0,0,dining,Maestro Pizza,Web,3,0.068,0,Paid on time,Not Reported
TX01969,C0342,2024-08-02,53,Female,Jeddah,Employed,13084,866,4,216.5,0,0,Electronics,General Store,Web,4,0.12,0,Paid on time,Not Reported
TX01970,C0118,2024-02-25,56,Female,riyadh,Employed,16823,4698,4,1174.5,0,0,Electronics,General Store,App,5,0.177,166,Late,Delayed (Reported)
TX01971,C0473,2025-11-10,50,Female,Tabuk,Employed,14151,718,4,179.5,1,264,electronics,General Store,App,2,0.044,0,Paid on time,Not Reported
TX01972,C0195,2025-12-05,26,Female,Riyadh,Self-employed,7046,256,4,64,2,143.5,Electronics,General Store,Web,4,0.201,0,Paid on time,Not Reported
TX01973,C0652,2025-10-25,50,Female,Jeddah,Employed,16861,1745,4,436.25,0,0,Furniture,Midas,App,7,0.186,187,Missed,Defaulted (Blacklisted)
TX01974,C0257,2025-08-22,27,Female,Dammam,Self-employed,4842,1056,3,264,0,0,Beauty,Faces,App,5,0.426,50,Late,Delayed (Reported)
TX01975,C0739,2024-12-17,39,Female,Dhahran,Employed,14421,3186,4,796.5,0,0,Electronics,General Store,In-Store,2,0.086,0,Paid on time,Not Reported
TX01976,C0584,2025-06-16,40,Male,Jeddah,Self-employed,12553,632,4,158,0,0,Fashion,Dior,In-Store,2,0.048,0,Paid on time,Not Reported
TX01977,C0073,2025-11-21,46,Female,Jeddah,Employed,22547,2407,4,601.75,1,878.25,Electronics,General Store,Web,3,0.067,0,Paid on time,Not Reported
TX01978,C0359,2024-01-10,51,Male,Riyadh,Employed,18781,4401,4,1100.25,0,0,Furniture,Home Centre,Web,2,0.083,0,Paid on time,Not Reported
TX01979,C0312,2025-04-19,61,Male,Tabuk,Employed,17580,3384,4,846,0,0,Travel,flynas,App,7,0.202,85,Missed,Delayed (Reported)
TX01980,C0519,2024-03-28,45,Male,Al-Ahsa,Employed,21620,4982,4,1245.5,0,0,Electronics,General Store,App,2,0.078,0,Paid on time,Not Reported
TX01981,C0718,2025-05-08,39,Female,Medina,Employed,17351,3823,4,955.75,0,0,Electronics,General Store,App,3,0.107,0,Paid on time,Not Reported
TX01982,C0559,2025-08-23,40,Female,Jazan,Employed,15496,4966,4,1241.5,0,0,Furniture,Midas,App,7,0.254,191,Late,Defaulted (Blacklisted)
TX01983,C0590,2024-05-02,40,Male,Jeddah,Employed,19530,3943,4,985.75,0,0,Furniture,Abyat,App,3,0.097,0,Paid on time,Not Reported
TX01984,C0099,2024-09-14,37,Female,riyadh,Employed,17950,3270,4,817.5,0,0,fashion,Centerpoint,App,3,0.096,0,Paid on time,Not Reported
TX01985,C0645,2025-06-26,25,Male,Riyadh,Self-employed,14835,3423,4,855.75,0,0,Electronics,General Store,Web,2,0.088,0,Paid on time,Not Reported
TX01986,C0707,2025-07-15,58,Male,Al Khobar,Employed,17859,2547,4,636.75,0,0,Travel,flyadeal,App,2,0.061,0,Paid on time,Not Reported
TX01987,C0797,2025-07-12,39,Female,riyadh,Employed,12856,2540,4,635,0,0,Groceries,Carrefour,Web,7,0.259,178,Missed,Delayed (Reported)
TX01988,C0041,2024-04-23,39,Female,Tabuk,Employed,13284,2767,4,691.75,0,0,Fashion,Mango,App,3,0.12,0,Paid on time,Not Reported
TX01989,C0416,2025-02-14,51,Female,Medina,Employed,13849,2973,4,743.25,0,0,Fashion,Chanel,Web,5,0.184,178,Late,Delayed (Reported)
TX01990,C0737,2025-09-23,21,Female,Jeddah,Employed,4895,350,4,87.5,0,0,electronics,General Store,App,2,0.11,0,Paid on time,Not Reported
TX01991,C0683,2025-11-19,26,Male,Hail,Employed,13058,646,4,161.5,1,281,Travel,Almosafer,In-Store,6,0.185,149,Late,Delayed (Reported)
TX01992,C0085,2025-08-06,38,Female,Yanbu,Employed,16385,3803,3,950.75,0,0,Fashion,Mango,App,5,0.168,169,Late,Delayed (Reported)
TX01993,C0451,2024-02-04,57,Female,Riyadh_City,Unemployed,1735,376,3,94,0,0,Electronics,General Store,In-Store,4,0.832,172,Late,Delayed (Reported)
TX01994,C0342,2024-11-16,53,Female,Jeddah,Employed,21376,4261,4,1065.25,0,0,Electronics,General Store,App,5,0.134,136,Missed,Delayed (Reported)
TX01995,C0322,2024-04-18,28,Female,Yanbu,Employed,9846,3091,4,772.75,0,0,Beauty,Nice One,Web,5,0.261,53,Missed,Delayed (Reported)
TX01996,C0704,2024-11-21,62,Female,Dammam,Employed,21369,1981,4,495.25,0,0,Electronics,General Store,App,3,0.065,0,Paid on time,Not Reported
TX01997,C0618,2024-12-25,53,Female,Yanbu,Employed,16139,896,4,224,0,0,Electronics,General Store,Web,3,0.07,0,Paid on time,Not Reported
TX01998,C0735,2025-08-13,24,Female,Riyadh,Student,10428,3197,3,799.25,0,0,fashion,Chanel,In-Store,3,0.163,0,Paid on time,Not Reported
TX01999,C0073,2024-06-19,46,Female,Jeddah,Employed,21323,4242,4,1060.5,0,0,Travel,flynas,App,1,0.05,0,Paid on time,Not Reported
TX02000,C0012,2024-11-04,29,Female,Yanbu,Self-employed,10361,1949,4,487.25,0,0,furniture,Home Centre,Web,2,0.09,0,Paid on time,Not Reported
TX02001,C0032,2025-08-18,48,Male,Riyadh,Self-employed,13508,4391,4,1097.75,0,0,Electronics,General Store,App,5,0.215,0,Paid on time,Not Reported
TX02002,C0096,2024-08-24,47,Female,Arar,Unemployed,2868,504,4,126,0,0,groceries,Danube,App,1,0.044,0,Paid on time,Not Reported
TX02003,C0742,2024-08-26,55,Female,Jeddah,Self-employed,9345,2357,4,589.25,0,0,beauty,Nice One,Web,5,0.256,163,Missed,Delayed (Reported)
TX02004,C0340,2025-07-08,26,Male,riyadh,Employed,5220,335,3,83.75,0,0,Dining,Herfy,App,7,0.533,177,Missed,Delayed (Reported)
TX02005,C0272,2025-11-11,22,Female,Jazan,Employed,4838,590,4,147.5,1,107.5,fashion,Namshi,App,3,0.217,0,Paid on time,Not Reported
TX02006,C0038,2025-04-06,46,Female,Buraidah,Employed,14106,4903,4,1225.75,0,0,Electronics,General Store,App,2,0.119,0,Paid on time,Not Reported
TX02007,C0298,2024-06-19,56,Female,Jeddah,Employed,21496,936,4,234,0,0,Furniture,Abyat,App,3,0.053,0,Paid on time,Not Reported
TX02008,C0040,2025-06-04,26,Female,Dammam,Employed,3820,1213,4,303.25,0,0,Beauty,Boots,In-Store,2,0.197,0,Paid on time,Not Reported
TX02009,C0080,2024-11-22,38,Male,Jazan,Employed,12968,3399,4,849.75,0,0,Beauty,Faces,App,4,0.17,0,Paid on time,Not Reported
TX02010,C0370,2024-08-27,61,Female,Jeddah,Employed,23445,2457,4,614.25,0,0,Furniture,Abyat,App,5,0.103,101,Late,Delayed (Reported)
TX02011,C0427,2024-08-17,37,Male,Buraidah,Employed,10271,1772,4,443,0,0,Electronics,General Store,App,5,0.218,115,Missed,Delayed (Reported)
TX02012,C0372,2025-07-22,64,Female,Mecca,Employed,19438,2338,4,584.5,0,0,Electronics,General Store,Web,3,0.076,0,Paid on time,Not Reported
TX02013,C0553,2025-04-04,51,Female,Buraidah,Unemployed,1584,499,3,124.75,0,0,Fashion,Dior,App,2,0.363,0,Paid on time,Not Reported
TX02014,C0352,2025-04-04,25,Female,Mecca,Unemployed,1853,316,3,79,0,0,Electronics,General Store,In-Store,3,0.528,44,Missed,Delayed (Reported)
TX02015,C0011,2024-11-18,27,Female,Mecca,Employed,8888,1742,4,435.5,0,0,Fashion,Fendi,App,2,0.1,0,Paid on time,Not Reported
TX02016,C0577,2025-08-15,64,Male,Abha,Employed,15733,2552,4,638,0,0,electronics,General Store,App,5,0.155,98,Missed,Delayed (Reported)
TX02017,C0190,2025-11-21,42,Male,riyadh,Employed,15612,4547,4,1136.75,1,409.5,groceries,Panda,App,7,0.246,126,Missed,Delayed (Reported)
TX02018,C0445,2024-04-15,38,Male,Riyadh,Employed,16786,4791,4,1197.75,0,0,Fashion,Fendi,App,1,0.071,0,Paid on time,Not Reported
TX02019,C0528,2024-10-22,40,Female,Dhahran,Employed,8801,1601,4,400.25,0,0,Electronics,General Store,App,1,0.045,0,Paid on time,Not Reported
TX02020,C0761,2024-08-28,44,Male,Al-Kharj,Employed,13897,794,4,198.5,0,0,Fashion,Chanel,App,1,0.014,0,Paid on time,Not Reported
TX02021,C0377,2024-11-02,53,Male,Al-Ahsa,Employed,21813,1186,4,296.5,0,0,Electronics,General Store,App,3,0.055,0,Paid on time,Not Reported
TX02022,C0594,2025-08-24,54,Female,Riyadh,Employed,18385,4977,4,1244.25,0,0,Electronics,General Store,App,7,0.215,150,Late,Delayed (Reported)
TX02023,C0191,2025-01-10,35,Male,Medina,Unemployed,2983,627,4,156.75,0,0,Fashion,Namshi,App,3,0.354,0,Paid on time,Not Reported
TX02024,C0778,2024-08-16,25,Male,Riyadh,Self-employed,18151,412,3,103,0,0,Electronics,General Store,App,1,0.006,0,Paid on time,Not Reported
TX02025,C0481,2024-11-22,18,Female,Hail,Student,15248,4609,4,1152.25,0,0,Electronics,General Store,App,5,0.194,65,Missed,Delayed (Reported)
TX02026,C0753,2025-08-02,20,Male,Medina,Student,7928,1737,3,434.25,0,0,Groceries,Othaim Markets,Web,6,0.339,135,Missed,Delayed (Reported)
TX02027,C0212,2025-04-09,33,Female,Medina,Employed,14750,4394,4,1098.5,0,0,electronics,General Store,App,7,0.258,68,Late,Delayed (Reported)
TX02028,C0439,2025-11-20,49,Male,Riyadh,Unemployed,1746,415,4,103.75,1,80,Groceries,Danube,App,3,0.575,161,Late,Delayed (Reported)
TX02029,C0497,2024-11-19,49,Male,Jeddah,Employed,21387,4954,4,1238.5,0,0,Electronics,General Store,App,2,0.079,0,Paid on time,Not Reported
TX02030,C0550,2025-05-19,22,Male,Buraidah,Student,14451,2195,3,548.75,0,0,Groceries,Othaim Markets,App,5,0.163,67,Late,Delayed (Reported)
TX02031,C0438,2024-08-14,54,Female,Riyadh,Unemployed,1764,314,3,78.5,0,0,Fashion,Zara,App,1,0.045,0,Paid on time,Not Reported
TX02032,C0746,2025-11-21,34,Female,Al-Baha,Unemployed,1658,213,3,53.25,1,107.5,Electronics,General Store,App,4,0.846,0,Paid on time,Not Reported
TX02033,C0248,2025-04-12,22,Male,Jeddah,Student,15314,2477,4,619.25,0,0,Beauty,Nice One,Web,7,0.217,133,Late,Delayed (Reported)
TX02034,C0448,2024-04-01,21,Female,Jeddah,Employed,11685,1598,4,399.5,0,0,Furniture,Midas,App,5,0.188,88,Late,Delayed (Reported)
TX02035,C0176,2024-11-25,62,Female,Riyadh,Unemployed,2642,765,3,191.25,0,0,groceries,Danube,App,2,0.243,0,Paid on time,Not Reported
TX02036,C0400,2025-08-04,49,Male,Riyadh_City,Self-employed,19713,322,3,80.5,0,0,Dining,Albaik,App,4,0.073,0,Paid on time,Not Reported
TX02037,C0613,2025-06-28,25,Male,Abha,Employed,8867,2477,4,619.25,0,0,electronics,General Store,App,4,0.222,0,Paid on time,Not Reported
TX02038,C0727,2025-08-14,34,Female,Jeddah,Employed,14926,4352,4,1088,0,0,fashion,Fendi,App,3,0.133,0,Paid on time,Not Reported
TX02039,C0034,2025-09-01,25,Female,Jeddah,Self-employed,7245,1392,4,348,0,0,Electronics,General Store,App,3,0.172,0,Paid on time,Not Reported
TX02040,C0156,2025-08-21,65,Male,Jeddah,Employed,19300,3786,4,946.5,0,0,Travel,flynas,Web,6,0.166,164,Late,Delayed (Reported)
TX02041,C0196,2025-04-12,60,Male,Al Khobar,Employed,16805,572,4,143,0,0,Electronics,General Store,In-Store,7,0.169,160,Missed,Delayed (Reported)
TX02042,C0794,2025-07-24,64,Male,Abha,Employed,18411,3683,4,920.75,0,0,Fashion,Dior,App,5,0.148,196,Missed,Defaulted (Blacklisted)
TX02043,C0507,2025-04-04,43,Female,Hail,Self-employed,17812,1854,4,463.5,0,0,Electronics,General Store,In-Store,3,0.077,0,Paid on time,Not Reported
TX02044,C0669,2024-03-01,47,Male,Medina,Employed,17346,2888,4,722,0,0,Electronics,General Store,App,2,0.068,0,Paid on time,Not Reported
TX02045,C0316,2025-02-25,38,Male,Mecca,Employed,15238,1587,4,396.75,0,0,electronics,General Store,App,3,0.085,0,Paid on time,Not Reported
TX02046,C0276,2025-03-06,51,Male,Riyadh,Employed,22564,915,4,228.75,0,0,Fashion,Centerpoint,Web,5,0.09,198,Late,Defaulted (Blacklisted)
TX02047,C0246,2025-08-26,50,Male,Dhahran,Employed,23209,843,4,210.75,0,0,Fashion,Dior,App,2,0.028,0,Paid on time,Not Reported
TX02048,C0580,2024-02-11,37,Female,Jeddah,Employed,14179,4225,4,1056.25,0,0,Furniture,IKEA,App,2,0.106,0,Paid on time,Not Reported
TX02049,C0707,2024-04-25,58,Male,Al Khobar,Employed,14050,2198,4,549.5,0,0,Electronics,General Store,Web,3,0.103,0,Paid on time,Not Reported
TX02050,C0083,2025-02-24,27,Male,Riyadh  ,Self-employed,12191,1234,4,308.5,0,0,Electronics,General Store,App,7,0.247,199,Missed,Defaulted (Blacklisted)
TX02051,C0036,2024-08-13,49,Male,Dhahran,Employed,19891,1844,4,461,0,0,Electronics,General Store,Web,4,0.091,0,Paid on time,Not Reported
TX02052,C0058,2024-05-26,45,Male,Riyadh,Self-employed,8569,276,3,69,0,0,Electronics,General Store,App,3,0.113,0,Paid on time,Not Reported
TX02053,C0272,2025-04-25,22,Female,Jazan,Employed,10415,2330,4,582.5,0,0,Fashion,Centerpoint,App,3,0.142,0,Paid on time,Not Reported
TX02054,C0710,2025-11-04,48,Male,Dammam,Self-employed,14308,3013,4,753.25,1,372.75,Electronics,General Store,App,3,0.116,0,Paid on time,Not Reported
TX02055,C0005,2025-11-20,57,Female,Dhahran,Employed,17315,4075,4,1018.75,1,333,Fashion,Chanel,Web,4,0.137,0,Paid on time,Not Reported
TX02056,C0649,2024-07-16,34,Male,Arar,Employed,15305,302,4,75.5,0,0,Fashion,Zara,App,5,0.123,0,Paid on time,Not Reported
TX02057,C0610,2024-12-22,30,Female,Riyadh,Employed,10255,3347,3,836.75,0,0,fashion,Fendi,App,3,0.169,0,Paid on time,Not Reported
TX02058,C0329,2025-11-25,37,Male,Medina,Employed,8158,2101,4,525.25,1,463,Furniture,Home Centre,App,7,0.395,108,Missed,Delayed (Reported)
TX02059,C0138,2025-06-19,48,Male,Jeddah,Employed,19366,1916,4,479,0,0,travel,Almosafer,App,4,0.094,0,Paid on time,Not Reported
TX02060,C0412,2024-08-07,29,Female,Dammam,Self-employed,15164,1305,4,326.25,0,0,Electronics,General Store,Web,4,0.111,0,Paid on time,Not Reported
